leaid,ncessch,report_dis,report_race,report_sex,counselors_fte,psych_fte,law_fte
0400965,040096503556,0,0,0,0,0,0
0400966,040096603572,0,0,0,1,1,0
0400968,040096803562,0,0,0,0,0,0
0400969,040096903543,0,0,0,0,0,0
0400970,040097003546,0,0,0,0,0,0
0400971,040097103567,0,0,0,0,0,0
0401000,040100000052,0,0,0,1,1,0
0401000,040100000053,0,0,0,1,1,0
0401050,040105000054,0,0,0,0,1,0
0401050,040105000055,0,0,0,0,1,0
0401050,040105000056,0,0,0,0,1,0
0401050,040105003142,0,0,0,0,1,0
0401050,040105003374,0,0,0,0,0,0
0401080,040108000059,0,0,0,0,0,0
0401160,040116000062,0,0,0,0,0,0
0401180,040118000063,0,0,0,1,0,0
0401180,040118000064,0,0,0,0,0,0
0401180,040118000066,0,0,0,0,0,0
0401230,040123000069,0,0,0,0,0,0
0401260,040126000070,0,0,0,1,0,0
0401290,040129000071,0,0,0,0,1,0
0401330,040133000072,0,0,0,0,1,0
0401330,040133000073,0,0,0,0,1,0
0401380,040138002490,0,0,0,1,1,0
0401380,040138002492,0,0,0,0,1,0
0401380,040138002642,0,0,0,1,1,0
0401380,040138002836,0,0,0,1,1,0
0401380,040138003052,0,0,1,1,1,0
0401380,040138003123,0,0,0,1,1,0
0401380,040138003575,0,0,0,1,1,0
0401410,040141000075,0,0,0,1,1,1
0401410,040141002137,1,1,1,1,1,1
0401410,040141002786,0,1,1,1,1,1
0401460,040146000077,0,0,0,1,1,0
0401460,040146000078,0,0,0,1,1,0
0401460,040146000080,0,0,0,1,1,0
0401460,040146000081,0,0,0,1,1,0
0401460,040146001050,0,0,0,1,1,0
0401460,040146001051,0,0,0,1,1,0
0401460,040146001356,0,0,0,1,1,0
0401460,040146003062,0,0,0,1,1,0
0401500,040150000085,0,0,0,1,1,1
0401500,040150000855,0,0,0,1,1,0
0401500,040150001053,0,0,0,1,1,0
0401500,040150001528,0,0,0,1,1,0
0401500,040150001757,0,0,0,1,1,1
0401500,040150002184,0,0,0,1,1,0
0401600,040160000086,0,0,0,1,1,1
0401600,040160000087,0,0,0,1,0,0
0401600,040160001529,0,0,0,1,0,0
0401600,040160003053,0,0,0,1,0,0
0401600,040160003173,0,0,0,1,0,0
0401650,040165000088,0,0,0,0,1,0
0401680,040168000089,0,1,0,0,1,0
0401680,040168000091,0,0,0,0,0,0
0401680,040168000092,0,0,0,1,0,0
0401680,040168000093,0,0,0,1,1,0
0401680,040168000094,0,0,0,1,1,0
0401680,040168000095,0,0,0,0,1,0
0401680,040168000096,0,0,0,0,1,0
0401680,040168000097,0,0,0,0,1,0
0401680,040168000098,0,0,0,0,1,0
0401680,040168000100,0,0,0,0,1,0
0401680,040168000101,0,0,0,0,1,0
0401680,040168000102,0,0,0,1,1,0
0401680,040168000104,0,0,0,0,0,0
0401680,040168000105,0,0,0,0,1,0
0401680,040168001054,0,0,0,0,1,0
0401680,040168001055,0,0,0,0,1,0
0401680,040168001709,1,0,0,1,0,0
0401680,040168002005,0,0,0,0,1,0
0401680,040168002135,0,0,0,0,0,0
0401680,040168002904,0,0,0,1,1,0
0401680,040168003122,0,0,0,0,1,0
0401710,040171000106,0,0,1,0,0,0
0401710,040171000107,1,1,1,0,1,0
0401710,040171000109,0,0,0,0,1,0
0401710,040171000111,0,0,1,0,1,0
0401710,040171000112,0,0,0,0,1,0
0401710,040171001027,0,0,0,0,1,0
0401710,040171001056,0,0,0,0,1,0
0401710,040171001357,1,0,1,0,1,0
0401710,040171002213,0,1,1,0,0,0
0401710,040171002574,0,0,0,0,0,0
0401710,040171002865,0,0,0,0,1,0
0401710,040171002872,0,1,1,0,0,0
0401710,040171003201,0,0,0,0,1,0
0401740,040174000113,0,0,0,1,1,0
0401740,040174002909,0,0,0,1,1,0
0401760,040176000011,0,0,1,1,1,0
0401760,040176000116,0,0,1,1,1,0
0401760,040176000117,0,0,0,1,1,0
0401760,040176001002,0,0,0,1,1,0
0401760,040176001032,0,0,0,1,1,0
0401760,040176001358,0,0,0,1,1,0
0401760,040176001487,0,1,1,1,1,0
0401760,040176001531,0,0,0,0,1,0
0401810,040181000325,0,1,0,1,1,0
0401870,040187000013,0,1,1,1,1,0
0401870,040187000123,0,0,0,1,1,1
0401870,040187000125,0,0,0,1,1,1
0401870,040187000128,0,0,0,1,0,0
0401870,040187000129,0,0,0,1,0,0
0401870,040187000131,0,1,0,1,1,1
0401870,040187000133,0,0,0,1,1,1
0401870,040187000615,0,0,0,1,1,0
0401870,040187001058,0,0,0,0,1,0
0401870,040187001155,0,0,0,1,1,1
0401870,040187001206,0,0,0,1,1,1
0401870,040187001289,0,0,0,1,1,0
0401870,040187001359,0,0,0,0,0,0
0401870,040187001399,0,0,0,1,0,0
0401870,040187001400,0,1,1,1,1,1
0401870,040187001532,0,0,0,1,0,0
0401870,040187001533,0,0,0,1,1,1
0401870,040187001675,0,0,0,1,1,0
0401870,040187001676,0,0,0,0,1,0
0401870,040187001677,0,1,1,1,1,1
0401870,040187001996,0,0,0,1,1,0
0401870,040187002125,0,0,0,1,1,0
0401870,040187002250,1,0,0,1,1,1
0401870,040187002251,0,0,0,1,1,1
0401870,040187002346,0,0,0,1,1,0
0401870,040187002379,0,0,0,0,0,0
0401870,040187002380,0,0,0,1,0,0
0401870,040187002478,0,1,1,1,0,1
0401870,040187002479,0,0,0,1,1,0
0401870,040187002480,0,0,0,1,1,0
0401870,040187002587,0,0,0,0,1,0
0401870,040187002646,0,0,0,1,1,0
0401870,040187002806,0,0,0,1,1,1
0401870,040187002822,0,0,0,1,1,1
0401870,040187002873,0,1,0,1,1,0
0401870,040187002878,0,0,0,0,1,0
0401870,040187002948,0,0,0,1,0,0
0401870,040187002951,0,0,0,1,1,0
0401870,040187002995,0,0,0,1,1,0
0401870,040187003306,0,0,0,1,0,0
0401870,040187003321,0,0,0,1,1,0
0401870,040187003479,0,1,0,1,1,0
0401870,040187003483,0,0,0,1,1,1
0401940,040194000135,1,0,0,1,0,0
0401940,040194000136,0,0,0,0,0,0
0401940,040194000137,0,0,0,1,0,0
0401940,040194000138,0,0,0,1,0,0
0401940,040194000140,0,1,0,1,0,0
0401940,040194000145,0,0,0,1,0,0
0401940,040194001488,0,0,0,1,0,0
0402130,040213000152,0,0,0,1,1,0
0402190,040219000154,1,1,0,1,1,0
0402220,040222002220,0,0,0,0,0,0
0402250,040225000156,0,0,1,0,1,1
0402320,040232000158,0,0,0,1,1,0
0402320,040232000164,0,0,1,0,1,0
0402320,040232001534,0,0,0,1,1,0
0402320,040232002800,0,0,0,0,1,0
0402320,040232003449,0,0,0,0,0,0
0402370,040237000165,0,0,0,0,1,0
0402370,040237000166,0,0,0,0,1,0
0402370,040237000167,0,0,0,0,1,0
0402370,040237001360,0,0,0,0,1,0
0402370,040237003241,0,0,0,0,1,0
0402400,040240000014,0,0,0,1,1,0
0402400,040240000017,0,0,0,1,1,0
0402400,040240000036,0,0,0,1,1,0
0402400,040240000037,0,0,0,1,1,0
0402400,040240000171,0,0,0,1,1,0
0402400,040240001087,0,0,0,1,1,0
0402400,040240001976,0,0,0,0,1,0
0402400,040240002424,0,0,0,1,1,0
0402400,040240002425,0,0,0,1,1,0
0402400,040240002779,0,0,0,1,1,0
0402400,040240002882,0,0,0,0,0,0
0402400,040240003323,0,0,0,1,1,0
0402400,040240003521,0,0,0,0,0,0
0402430,040243000174,1,1,1,0,1,1
0402430,040243000176,0,1,1,0,1,1
0402430,040243000177,1,1,1,0,1,1
0402430,040243000178,0,0,0,0,1,1
0402430,040243000179,1,1,1,0,1,1
0402430,040243000180,0,1,1,0,1,1
0402430,040243000181,0,1,1,0,1,1
0402430,040243001704,0,0,0,0,1,1
0402430,040243001999,0,0,0,0,1,1
0402460,040246000182,0,0,0,0,0,0
0402480,040248001210,0,0,0,0,0,1
0402480,040248001536,0,0,0,0,0,0
0402490,040249000183,0,0,0,0,0,0
0402530,040253000185,0,0,1,1,1,0
0402530,040253000186,0,0,0,0,1,0
0402530,040253000187,0,0,1,1,1,0
0402530,040253000190,0,0,1,0,1,0
0402530,040253000191,0,0,0,0,1,0
0402530,040253000192,0,0,0,0,1,0
0402530,040253000193,0,1,1,0,1,0
0402530,040253000194,1,1,1,1,1,0
0402600,040260000195,0,0,0,0,0,0
0402600,040260000196,0,0,0,0,0,0
0402690,040269000197,0,1,1,0,1,0
0402690,040269000198,0,0,0,1,1,0
0402690,040269000199,0,1,1,0,1,0
0402690,040269000200,0,0,1,0,1,0
0402690,040269000201,0,1,1,0,1,0
0402690,040269001462,0,0,0,0,1,0
0402690,040269002126,0,0,0,0,1,0
0402690,040269002340,0,0,1,0,1,0
0402690,NA,0,0,0,NA,NA,NA
0402690,040269002401,0,1,1,0,1,0
0402690,040269002402,0,0,1,0,1,0
0402690,040269002481,0,0,0,0,1,0
0402690,040269002482,0,1,1,0,1,0
0402690,040269002649,0,0,0,0,1,0
0402690,040269002655,0,0,1,0,1,0
0402690,040269002679,0,1,1,0,1,0
0402690,040269002684,0,0,0,1,1,0
0402690,040269002780,0,1,1,0,1,0
0402690,040269002837,0,0,0,0,1,0
0402690,040269002907,0,1,1,0,1,0
0402690,040269002971,0,0,1,1,1,0
0402690,040269003124,0,0,0,0,1,0
0402690,040269003125,0,0,1,0,1,0
0402690,040269003126,0,0,0,1,1,0
0402690,040269003193,0,0,0,0,0,0
0402740,040274000203,0,0,1,1,1,0
0402740,040274001625,0,0,0,1,1,0
0402760,040276000204,0,0,0,0,0,0
0402790,040279000207,0,0,0,1,1,0
0402790,040279000209,0,0,0,1,1,0
0402790,040279001060,0,0,0,1,1,0
0402860,040286000212,0,0,0,1,0,0
0402860,040286000214,0,0,0,1,0,0
0402860,040286000215,0,1,1,1,0,0
0402860,040286000217,0,0,0,0,0,0
0402860,040286000218,0,0,0,0,0,0
0402860,040286000219,0,0,1,0,0,0
0402860,040286000220,0,0,0,1,0,0
0402860,040286000222,0,0,0,1,0,0
0402860,040286000225,0,0,0,1,0,0
0402860,040286001158,0,1,1,1,0,0
0402860,040286001363,0,0,0,0,0,0
0402860,040286001364,0,0,0,1,0,0
0402860,040286001463,0,0,0,1,0,0
0402860,040286002097,0,0,0,0,0,0
0402860,040286002961,0,1,1,1,0,0
0402860,040286003506,0,0,0,0,0,0
0402920,040292000227,1,1,0,0,1,0
0402920,040292000228,1,1,0,1,1,0
0402920,040292002210,1,1,0,0,1,0
0402920,040292002436,1,1,0,0,1,0
0402920,040292002559,1,1,1,0,1,0
0402920,040292002637,1,1,0,0,1,0
0402920,040292002862,1,1,1,0,1,0
0402920,040292002893,1,1,1,0,1,0
0402920,040292002896,1,1,1,1,1,0
0402920,040292002972,1,1,1,1,1,0
0402920,040292002987,1,1,0,1,1,0
0402920,040292003079,1,0,1,0,1,0
0403010,040301000231,1,0,1,1,1,0
0403010,040301000232,0,0,0,1,1,0
0403010,040301000233,0,0,0,0,1,0
0403010,040301000236,0,0,0,0,1,0
0403010,040301000237,0,0,0,0,1,0
0403010,040301001000,0,0,0,0,1,0
0403010,040301001033,0,1,0,0,1,0
0403010,040301001489,0,0,0,0,1,0
0403010,040301001611,0,0,0,0,1,0
0403010,040301002065,0,0,0,0,1,0
0403010,040301003331,0,0,0,0,0,0
0403040,040304000038,0,0,0,1,1,1
0403040,040304000639,0,0,0,1,1,1
0403040,040304001296,0,0,0,1,1,0
0403060,040306000240,0,0,0,0,1,1
0403060,040306000679,0,0,1,1,1,1
0403060,040306001159,0,0,0,0,1,0
0403060,040306002355,0,0,0,0,0,1
0403060,040306002495,0,0,0,0,1,1
0403060,040306003084,0,0,0,0,1,1
0403060,040306003085,0,1,1,1,1,1
0403080,040308000241,0,0,0,1,0,0
0403080,040308000242,0,0,0,1,0,0
0403150,040315000244,0,0,0,1,1,0
0403150,040315000245,0,0,0,1,1,0
0403150,040315000247,0,0,0,1,1,0
0403200,040320000248,0,0,1,0,0,1
0403200,040320000249,0,0,1,1,0,0
0403200,040320002946,0,0,0,0,0,0
0403200,040320003460,0,0,0,0,0,0
0403240,040324000250,0,0,0,1,1,0
0403240,040324001101,0,0,0,1,1,0
0403240,040324001108,0,0,0,0,1,0
0403240,040324001213,0,0,0,1,1,0
0403240,040324001806,0,0,0,1,1,0
0403240,040324002388,0,0,0,1,1,0
0403240,040324002389,0,0,0,1,1,0
0403240,040324003066,0,0,0,1,1,0
0403240,040324003116,0,0,0,1,1,0
0403290,040329000251,0,0,0,1,0,0
0403290,040329000252,0,0,0,1,0,0
0403290,040329000254,0,0,0,1,0,0
0403290,NA,0,0,0,NA,NA,NA
0403310,040331000255,0,0,0,0,0,0
0403310,040331000256,0,1,0,1,0,0
0403400,040340000246,0,1,1,1,1,1
0403400,040340000257,0,0,0,0,1,0
0403400,040340000258,1,1,0,1,1,1
0403400,040340000260,0,0,0,0,1,0
0403400,040340000261,0,0,1,0,1,0
0403400,040340000265,0,0,0,0,1,0
0403400,040340000594,0,0,1,1,0,0
0403400,040340000595,0,0,0,0,1,0
0403400,040340000596,0,1,0,0,1,0
0403400,040340000601,0,0,0,0,1,0
0403400,040340000602,0,0,0,0,1,0
0403400,040340001064,0,1,0,0,1,0
0403400,040340001192,0,1,0,0,1,0
0403400,040340001215,0,0,0,0,1,0
0403400,040340001216,0,1,1,1,1,0
0403400,040340001365,0,0,0,0,1,0
0403400,040340001366,0,0,0,0,1,0
0403400,040340001401,0,0,0,0,1,0
0403400,040340001490,0,1,0,0,1,0
0403400,040340001537,0,0,0,0,1,0
0403400,040340001669,0,1,1,1,1,0
0403400,040340001670,0,1,1,1,1,1
0403400,040340001838,0,0,1,0,1,0
0403400,040340001839,0,0,1,0,1,0
0403400,040340001984,0,0,0,0,1,0
0403400,040340001985,0,0,1,0,1,0
0403400,040340001986,0,0,0,0,1,0
0403400,040340002112,0,1,1,1,1,0
0403400,040340002114,0,0,0,0,1,0
0403400,040340002283,0,0,1,1,1,1
0403400,040340002284,0,1,0,0,1,0
0403400,040340002432,0,1,1,1,1,0
0403400,040340002476,0,1,0,0,1,0
0403400,040340002662,0,0,0,0,1,0
0403400,040340002777,0,1,1,1,1,0
0403400,040340002833,0,0,0,0,1,0
0403400,040340002840,0,0,1,1,1,0
0403400,040340002965,0,0,0,1,1,1
0403400,040340003146,0,0,0,0,1,0
0403400,040340003261,0,0,0,0,0,0
0403400,040340003262,0,0,0,0,0,0
0403420,040342000058,0,0,1,1,1,0
0403420,040342000262,0,0,1,1,1,0
0403420,040342000263,0,0,1,1,1,0
0403420,040342000264,0,0,1,1,1,0
0403420,040342000266,0,0,1,1,1,0
0403420,040342000267,0,0,1,1,1,0
0403420,040342000268,0,0,1,1,1,0
0403420,040342000269,0,0,1,1,1,0
0403420,040342000270,0,0,1,1,1,0
0403420,040342000271,0,0,1,1,1,0
0403420,040342000272,0,0,1,1,1,0
0403420,040342001254,0,0,1,1,1,0
0403420,040342001402,0,0,1,1,1,0
0403420,040342001538,0,0,1,1,1,0
0403420,040342002121,0,0,1,1,1,0
0403420,040342002281,0,0,0,1,1,0
0403420,040342002493,0,0,1,1,1,0
0403450,040345000275,0,0,0,1,1,1
0403450,040345000277,0,0,0,1,1,0
0403450,040345000278,0,0,0,1,1,1
0403450,040345000279,0,0,0,1,1,0
0403450,040345000280,0,0,0,1,1,0
0403450,040345000281,0,0,0,1,1,0
0403450,040345000282,0,0,0,1,1,0
0403450,040345000283,0,0,0,1,1,0
0403450,040345000284,0,0,0,1,1,1
0403450,040345001574,0,0,0,1,0,0
0403450,040345003510,0,0,0,1,0,0
0403500,040350000287,0,0,0,1,0,0
0403500,040350000289,0,0,0,1,0,0
0403500,040350002422,0,0,0,0,0,0
0403550,040355000290,0,0,0,1,0,0
0403550,040355000291,0,0,0,1,0,0
0403660,040366000065,0,0,0,0,0,0
0403730,040373000293,0,0,0,1,1,0
0403730,040373000295,0,0,0,1,1,0
0403780,040378001392,0,0,0,0,1,0
0403780,040378001987,0,0,0,0,1,0
0403780,040378002118,0,0,0,0,1,0
0403780,040378002119,0,0,0,1,1,0
0403780,040378002356,0,0,0,0,1,0
0403780,040378002477,0,0,1,0,1,0
0403780,040378002663,0,0,1,0,1,0
0403780,040378002805,0,0,0,0,1,0
0403780,040378002835,0,0,0,1,1,0
0403780,040378003007,0,0,1,0,1,0
0403780,040378003361,0,0,0,0,1,0
0403780,040378003381,0,0,1,1,1,0
0403780,040378003401,0,0,0,1,1,0
0403780,040378003417,0,0,0,0,1,0
0403780,040378003490,0,0,0,0,1,0
0403820,040382000298,0,0,0,1,0,0
0403820,040382000299,0,0,0,1,0,0
0403820,040382000300,0,1,0,1,0,0
0403820,040382000301,0,0,0,1,0,0
0403820,040382002239,0,0,0,1,0,0
0403860,040386000068,0,0,0,0,0,0
0403860,040386000079,0,0,0,0,0,0
0403860,040386002365,0,0,0,0,0,0
0403860,040386003209,0,0,0,0,0,0
0403860,040386003535,0,0,0,0,0,0
0403860,040386003552,0,0,0,0,0,0
0403870,040387000306,0,0,0,1,1,1
0403870,040387000307,0,0,1,0,1,0
0403870,040387000308,0,0,0,0,1,0
0403870,040387000381,0,0,1,0,1,0
0403870,040387001041,0,0,0,0,1,0
0403870,040387001057,0,0,1,0,0,0
0403870,040387001228,0,0,1,0,1,0
0403870,040387001465,0,0,1,0,1,0
0403870,040387002563,0,0,1,0,1,0
0403870,040387002926,0,0,0,0,1,0
0403900,040390000309,1,0,0,0,0,0
0403950,040395000310,0,0,0,1,0,1
0403950,040395000311,0,0,0,0,0,0
0403950,040395000312,0,0,0,1,0,0
0403950,040395000313,0,0,0,0,0,1
0403950,040395003210,0,0,0,0,0,0
0403950,040395003222,0,0,0,0,0,0
0403950,040395003566,0,0,0,1,0,0
0403960,040396000314,0,0,0,1,1,0
0403960,040396000315,1,1,1,1,1,1
0403960,040396000316,0,0,0,1,1,0
0403960,040396000317,0,0,0,1,1,0
0403960,040396000318,0,0,0,0,1,0
0403960,040396000319,0,0,0,1,1,0
0403960,040396000650,0,0,0,1,1,1
0403960,040396001542,0,0,1,1,0,0
0403960,040396001543,0,0,0,0,1,0
0403960,040396001876,0,0,0,1,1,0
0403960,040396002282,1,1,1,0,1,0
0403990,040399000320,0,0,1,1,0,0
0403990,040399002561,0,0,0,0,1,0
0403990,040399002811,0,0,1,1,1,0
0403990,040399002895,0,0,1,1,1,0
0403990,040399002938,0,0,0,0,1,0
0403990,040399003067,0,0,1,1,1,0
0403990,040399003231,0,0,0,1,0,0
0404010,040401000321,0,0,0,1,0,0
0404010,040401000322,0,0,0,1,0,0
0404010,040401002542,0,0,0,0,0,0
0404060,040406000324,0,0,0,1,1,0
0404060,040406001160,0,0,1,1,1,0
0404060,040406001161,0,0,0,1,1,0
0404170,040417000330,0,0,0,0,0,0
0404230,040423000083,0,0,0,0,1,0
0404230,040423000099,0,0,0,0,1,0
0404230,040423000297,0,0,0,0,1,0
0404230,040423000332,0,0,0,0,1,0
0404230,040423000334,0,0,0,0,1,1
0404230,040423000335,0,0,0,0,1,0
0404230,040423000336,0,0,0,0,1,0
0404230,040423000653,0,0,0,1,1,1
0404230,040423000656,0,0,0,0,1,0
0404230,040423000660,0,0,0,0,1,0
0404230,040423000665,0,0,0,0,1,0
0404230,040423000677,0,0,0,0,1,0
0404230,040423001127,0,0,0,0,1,0
0404230,040423001128,0,0,0,0,1,0
0404230,040423001231,0,0,0,0,1,0
0404230,040423001299,0,0,0,0,1,0
0404230,040423001300,0,0,0,1,1,1
0404230,040423001370,0,0,0,0,1,0
0404230,040423001371,0,0,0,0,1,0
0404230,040423001405,0,0,0,0,1,0
0404230,040423001466,0,0,0,0,1,0
0404230,040423001496,0,0,0,0,1,0
0404230,040423001546,0,0,0,0,1,0
0404230,040423001877,0,0,0,0,1,0
0404230,040423002000,0,0,0,0,1,0
0404280,040428000337,0,0,0,0,0,0
0404280,040428000338,0,0,0,1,0,0
0404280,040428000339,0,0,0,0,0,0
0404280,040428000340,0,0,0,0,0,0
0404280,040428000433,0,0,0,1,0,0
0404280,040428001129,0,0,0,0,0,0
0404280,040428001130,0,0,0,0,0,0
0404280,040428002182,0,0,0,0,0,0
0404290,040429000341,0,0,0,1,1,1
0404290,040429000342,0,0,0,1,1,1
0404290,040429001391,0,0,0,1,0,1
0404290,040429002398,0,0,0,1,1,1
0404290,040429002769,0,0,0,1,1,1
0404290,040429002845,0,0,0,1,1,1
0404290,040429003336,0,0,0,1,1,1
0404290,040429003530,0,0,0,1,1,1
0404320,040432000343,0,0,0,1,1,0
0404320,040432001467,0,0,0,0,1,0
0404320,040432002133,0,0,0,1,1,0
0404320,040432002383,0,0,0,0,1,0
0404320,040432002489,0,0,0,1,1,0
0404320,040432003480,0,0,0,0,1,0
0404380,040438000344,0,0,0,0,1,0
0404380,040438000345,0,1,1,0,1,0
0404380,040438001420,0,1,1,0,1,0
0404380,040438001547,0,1,1,0,1,0
0404380,040438001881,0,0,1,0,1,0
0404380,040438002003,0,0,0,0,1,0
0404380,040438002004,0,1,1,0,1,0
0404380,040438002342,0,1,0,0,0,0
0404380,040438002430,0,0,0,0,1,0
0404380,040438002431,0,0,1,0,1,0
0404380,040438002499,0,1,1,0,1,0
0404380,040438002782,0,1,0,0,1,0
0404380,040438003036,0,1,1,0,1,0
0404380,040438003185,0,1,0,0,1,0
0404380,040438003478,0,0,0,0,1,0
0404410,040441001302,0,0,0,0,0,0
0404410,040441002418,0,0,0,1,0,0
0404440,040444000347,0,0,0,0,1,0
0404440,040444002247,0,0,0,0,1,0
0404440,040444002435,0,0,0,0,1,0
0404440,040444002497,0,0,0,0,1,0
0404440,040444002771,0,0,0,0,1,0
0404440,040444002908,0,0,0,0,1,0
0404440,040444003533,0,0,0,0,1,0
0404500,040450000353,0,0,0,0,1,0
0404500,040450000354,0,0,0,0,1,0
0404500,040450000355,0,0,0,0,1,0
0404500,040450000357,0,0,0,0,1,0
0404500,040450000358,0,0,0,0,1,0
0404500,040450000359,0,0,0,0,1,0
0404500,040450000678,0,0,0,0,1,0
0404500,040450002874,0,0,0,0,1,0
0404530,040453000361,1,0,1,0,0,0
0404570,040457000363,0,0,1,0,1,0
0404570,040457000364,0,0,0,0,1,0
0404570,040457000365,0,0,0,1,1,1
0404570,040457000366,0,0,0,1,1,1
0404630,040463000333,0,0,0,1,1,0
0404630,040463000367,0,0,0,1,1,0
0404630,040463000368,0,0,0,1,1,1
0404630,040463000369,0,0,0,1,1,0
0404630,040463000370,0,0,0,1,1,1
0404630,040463000984,0,0,0,1,1,0
0404630,040463000999,0,0,0,0,0,0
0404630,040463001069,0,0,0,1,1,0
0404630,040463001131,0,0,0,1,1,1
0404630,040463001163,0,0,0,1,1,0
0404630,040463001164,0,0,0,1,1,0
0404630,040463001165,0,0,0,1,1,0
0404630,040463001372,0,0,0,1,1,1
0404630,040463001408,0,0,0,1,1,0
0404630,040463002197,0,0,0,1,1,0
0404630,040463002784,0,0,0,1,1,0
0404630,040463003302,0,0,0,1,0,0
0404630,040463003516,0,0,0,1,1,0
0404720,040472000371,0,0,0,1,1,0
0404720,040472000372,0,0,0,1,1,1
0404720,040472001468,0,0,0,1,1,1
0404720,040472002560,0,0,0,1,1,0
0404720,040472002665,0,0,0,1,1,0
0404720,040472002914,0,0,0,1,1,1
0404720,040472002920,0,0,1,1,1,0
0404720,040472002922,0,0,0,1,1,0
0404720,040472003113,0,0,0,1,1,0
0404770,040477001005,0,0,0,1,1,0
0404770,040477002400,0,0,0,1,1,0
0404820,040482000374,0,1,1,0,0,1
0404820,040482000375,0,0,1,0,0,1
0404860,040486000376,1,0,0,0,0,0
0404920,040492000377,0,0,0,0,0,0
0404970,040497000118,0,0,1,0,0,0
0404970,040497000229,0,0,0,1,1,0
0404970,040497000230,0,0,0,0,0,0
0404970,040497000378,0,0,1,0,1,0
0404970,040497000380,0,0,0,1,1,1
0404970,040497000382,0,0,0,1,0,0
0404970,040497000383,0,0,1,1,1,0
0404970,040497000384,0,0,1,1,0,0
0404970,040497000385,0,0,0,1,1,0
0404970,040497000386,0,0,0,0,0,0
0404970,040497000387,0,0,1,1,1,1
0404970,040497000388,0,0,0,0,0,0
0404970,040497000389,0,0,0,0,1,0
0404970,040497000391,0,0,0,0,1,0
0404970,040497000393,0,0,0,1,1,0
0404970,040497000394,0,0,1,0,1,0
0404970,040497000396,0,0,1,1,1,1
0404970,040497000397,0,0,0,1,0,0
0404970,040497000398,0,0,0,1,1,0
0404970,040497000399,0,0,1,0,1,0
0404970,040497000400,0,0,0,1,1,0
0404970,040497000401,0,0,0,1,1,0
0404970,040497000402,0,0,0,0,0,0
0404970,040497000404,0,0,1,1,1,1
0404970,040497000406,0,0,1,1,1,1
0404970,040497000409,0,0,1,1,1,1
0404970,040497000411,0,0,0,0,1,0
0404970,040497000412,0,0,1,1,1,1
0404970,040497000413,0,0,1,0,1,0
0404970,040497000415,0,0,1,0,1,0
0404970,040497000416,0,0,0,1,0,0
0404970,040497000417,0,0,0,0,0,0
0404970,040497000418,0,0,1,1,1,0
0404970,040497000419,0,0,1,1,1,1
0404970,040497000420,0,0,0,0,1,0
0404970,040497000421,0,0,1,0,0,0
0404970,040497000551,0,0,0,0,1,0
0404970,040497000553,0,0,0,0,1,0
0404970,040497000580,0,0,0,1,1,0
0404970,040497001070,0,0,0,0,1,0
0404970,040497001071,0,0,1,1,1,0
0404970,040497001072,0,0,0,0,1,0
0404970,040497001073,0,0,0,0,1,0
0404970,040497001074,0,0,0,1,1,0
0404970,040497001132,0,0,1,1,1,1
0404970,040497001166,0,0,0,1,0,0
0404970,040497001167,0,0,0,0,0,0
0404970,040497001186,0,0,0,0,0,0
0404970,040497001188,0,0,0,0,0,0
0404970,040497001233,0,0,1,1,1,0
0404970,040497001234,0,0,1,1,1,1
0404970,040497001305,0,0,1,1,1,0
0404970,040497001374,0,0,0,1,1,0
0404970,040497001375,0,0,0,1,1,0
0404970,040497001376,0,0,1,1,1,0
0404970,040497001409,0,0,0,1,1,0
0404970,040497001410,0,0,0,1,1,0
0404970,040497001411,0,0,1,1,1,1
0404970,040497001469,0,0,0,1,0,0
0404970,040497001497,0,0,0,0,1,0
0404970,040497001550,0,0,1,1,1,0
0404970,040497001667,0,0,0,0,1,0
0404970,040497001827,0,0,0,0,1,0
0404970,040497001830,0,0,1,1,1,1
0404970,040497001831,0,0,0,1,0,1
0404970,040497001832,0,0,0,1,0,0
0404970,040497001981,0,0,1,1,1,0
0404970,040497002108,0,0,0,1,0,0
0404970,040497002109,0,0,0,0,1,0
0404970,040497002110,0,0,0,1,1,0
0404970,040497002280,0,0,0,0,1,0
0404970,040497002337,0,0,0,0,0,0
0404970,040497002770,0,0,0,0,0,0
0404970,040497003005,0,0,0,0,0,0
0404970,040497003205,0,0,0,0,0,0
0404970,040497003229,0,0,1,1,1,1
0404970,040497003348,0,0,0,0,0,0
0404970,040497003377,0,0,0,0,1,0
0404970,040497001831,0,0,0,0,0,0
0404970,NA,0,0,0,NA,NA,NA
0404970,NA,0,0,0,NA,NA,NA
0404970,NA,0,0,0,NA,NA,NA
0404970,NA,0,0,0,NA,NA,NA
0404970,NA,0,0,0,NA,NA,NA
0405030,040503001077,1,1,0,1,1,1
0405030,040503001134,0,0,0,0,1,1
0405030,040503002789,0,0,0,0,1,1
0405030,040503003134,0,1,0,0,1,1
0405070,040507000430,0,0,1,1,1,1
0405100,040510000431,0,0,0,0,0,0
0405190,040519001414,0,0,0,0,0,0
0405190,040519001415,0,0,0,0,0,0
0405190,040519001758,0,0,0,0,0,0
0405220,040522000436,0,0,0,0,0,0
0405320,040532000438,0,0,0,0,0,0
0405320,040532000441,0,0,0,1,0,0
0405320,040532003369,0,0,0,1,0,0
0405340,040534000442,0,0,0,1,0,0
0405360,040536000961,0,0,0,0,0,0
